country,date,daily_sales,daily_profit,number_of_orders,units_sold,unique_customers,unique_products,number_of_rows,average_order_value,country_code,holiday_names,holiday_types,is_holiday,pre_holiday_3days,post_holiday_3days,holiday_window,year,month,weekday,weekday_number,is_weekend,has_sales,log_daily_sales
Austria,2011-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,2,Thursday,3,0,0,0.0
Austria,2011-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,2,Friday,4,0,0,0.0
Austria,2011-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,2,Saturday,5,1,0,0.0
Austria,2011-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,2,Sunday,6,1,0,0.0
Austria,2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,2,Monday,0,0,0,0.0
Austria,2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Tuesday,1,0,0,0.0
Austria,2011-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Wednesday,2,0,0,0.0
Austria,2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Thursday,3,0,0,0.0
Austria,2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Friday,4,0,0,0.0
Austria,2011-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Saturday,5,1,0,0.0
Austria,2011-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Sunday,6,1,0,0.0
Austria,2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Monday,0,0,0,0.0
Austria,2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Tuesday,1,0,0,0.0
Austria,2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Wednesday,2,0,0,0.0
Austria,2011-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Thursday,3,0,0,0.0
Austria,2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Friday,4,0,0,0.0
Austria,2011-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Saturday,5,1,0,0.0
Austria,2011-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Sunday,6,1,0,0.0
Austria,2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Monday,0,0,0,0.0
Austria,2011-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Tuesday,1,0,0,0.0
Austria,2011-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Wednesday,2,0,0,0.0
Austria,2011-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Thursday,3,0,0,0.0
Austria,2011-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Friday,4,0,0,0.0
Austria,2011-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Saturday,5,1,0,0.0
Austria,2011-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Sunday,6,1,0,0.0
Austria,2011-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Monday,0,0,0,0.0
Austria,2011-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Tuesday,1,0,0,0.0
Austria,2011-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Wednesday,2,0,0,0.0
Austria,2011-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Thursday,3,0,0,0.0
Austria,2011-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Friday,4,0,0,0.0
Austria,2011-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Saturday,5,1,0,0.0
Austria,2011-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Sunday,6,1,0,0.0
Austria,2011-03-28,542.0,17.28,1.0,7.0,1.0,3.0,3.0,542.0,,,,0,0,0,Normal,2011,3,Monday,0,0,1,6.297109319933935
Austria,2011-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Tuesday,1,0,0,0.0
Austria,2011-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Wednesday,2,0,0,0.0
Austria,2011-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,3,Thursday,3,0,0,0.0
Austria,2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Friday,4,0,0,0.0
Austria,2011-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Saturday,5,1,0,0.0
Austria,2011-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Sunday,6,1,0,0.0
Austria,2011-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Monday,0,0,0,0.0
Austria,2011-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Tuesday,1,0,0,0.0
Austria,2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Wednesday,2,0,0,0.0
Austria,2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Thursday,3,0,0,0.0
Austria,2011-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Friday,4,0,0,0.0
Austria,2011-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Saturday,5,1,0,0.0
Austria,2011-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Sunday,6,1,0,0.0
Austria,2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Monday,0,0,0,0.0
Austria,2011-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Tuesday,1,0,0,0.0
Austria,2011-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Wednesday,2,0,0,0.0
Austria,2011-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Thursday,3,0,0,0.0
Austria,2011-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Friday,4,0,0,0.0
Austria,2011-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Saturday,5,1,0,0.0
Austria,2011-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Sunday,6,1,0,0.0
Austria,2011-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Monday,0,0,0,0.0
Austria,2011-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Tuesday,1,0,0,0.0
Austria,2011-04-20,110.0,12.09,1.0,1.0,1.0,1.0,1.0,110.0,,,,0,0,0,Normal,2011,4,Wednesday,2,0,1,4.709530201312334
Austria,2011-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,4,Thursday,3,0,0,0.0
Austria,2011-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,4,Friday,4,0,0,0.0
Austria,2011-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,4,Saturday,5,1,0,0.0
Austria,2011-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,4,Sunday,6,1,0,0.0
Austria,2011-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,Easter Monday,National holiday,1,0,0,Holiday,2011,4,Monday,0,0,0,0.0
Austria,2011-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,4,Tuesday,1,0,0,0.0
Austria,2011-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,4,Wednesday,2,0,0,0.0
Austria,2011-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,1,Pre-holiday,2011,4,Thursday,3,0,0,0.0
Austria,2011-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,4,Friday,4,0,0,0.0
Austria,2011-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,4,Saturday,5,1,0,0.0
Austria,2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,Labor Day / May Day,National holiday,1,0,0,Holiday,2011,5,Sunday,6,1,0,0.0
Austria,2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,5,Monday,0,0,0,0.0
Austria,2011-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,5,Tuesday,1,0,0,0.0
Austria,2011-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,5,Wednesday,2,0,0,0.0
Austria,2011-05-05,1532.0,603.6899999999999,2.0,8.0,2.0,4.0,4.0,766.0,,,,0,0,0,Normal,2011,5,Thursday,3,0,1,7.334981878871814
Austria,2011-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Friday,4,0,0,0.0
Austria,2011-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Saturday,5,1,0,0.0
Austria,2011-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Sunday,6,1,0,0.0
Austria,2011-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Monday,0,0,0,0.0
Austria,2011-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Tuesday,1,0,0,0.0
Austria,2011-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Wednesday,2,0,0,0.0
Austria,2011-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Thursday,3,0,0,0.0
Austria,2011-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Friday,4,0,0,0.0
Austria,2011-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Saturday,5,1,0,0.0
Austria,2011-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Sunday,6,1,0,0.0
Austria,2011-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Monday,0,0,0,0.0
Austria,2011-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Tuesday,1,0,0,0.0
Austria,2011-05-18,2111.0,258.27,1.0,15.0,1.0,3.0,3.0,2111.0,,,,0,0,0,Normal,2011,5,Wednesday,2,0,1,7.655390644826152
Austria,2011-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Thursday,3,0,0,0.0
Austria,2011-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Friday,4,0,0,0.0
Austria,2011-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Saturday,5,1,0,0.0
Austria,2011-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Sunday,6,1,0,0.0
Austria,2011-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Monday,0,0,0,0.0
Austria,2011-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Tuesday,1,0,0,0.0
Austria,2011-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Wednesday,2,0,0,0.0
Austria,2011-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Thursday,3,0,0,0.0
Austria,2011-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Friday,4,0,0,0.0
Austria,2011-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Saturday,5,1,0,0.0
Austria,2011-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,5,Sunday,6,1,0,0.0
Austria,2011-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,5,Monday,0,0,0,0.0
Austria,2011-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,5,Tuesday,1,0,0,0.0
Austria,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,6,Wednesday,2,0,0,0.0
Austria,2011-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,Ascension Day,National holiday,1,0,0,Holiday,2011,6,Thursday,3,0,0,0.0
Austria,2011-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Friday,4,0,0,0.0
Austria,2011-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Saturday,5,1,0,0.0
Austria,2011-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Sunday,6,1,0,0.0
Austria,2011-06-06,104.0,9.72,1.0,3.0,1.0,2.0,2.0,104.0,,,,0,0,0,Normal,2011,6,Monday,0,0,1,4.653960350157523
Austria,2011-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Tuesday,1,0,0,0.0
Austria,2011-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Wednesday,2,0,0,0.0
Austria,2011-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Thursday,3,0,0,0.0
Austria,2011-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,6,Friday,4,0,0,0.0
Austria,2011-06-11,2056.0,390.6,1.0,5.0,1.0,1.0,1.0,2056.0,,,,0,1,0,Pre-holiday,2011,6,Saturday,5,1,1,7.6290038896529575
Austria,2011-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,6,Sunday,6,1,0,0.0
Austria,2011-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,Pentecost Monday,National holiday,1,0,0,Holiday,2011,6,Monday,0,0,0,0.0
Austria,2011-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Tuesday,1,0,0,0.0
Austria,2011-06-15,36.0,7.11,1.0,3.0,1.0,1.0,1.0,36.0,,,,0,0,1,Post-holiday,2011,6,Wednesday,2,0,1,3.6109179126442243
Austria,2011-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Thursday,3,0,0,0.0
Austria,2011-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Friday,4,0,0,0.0
Austria,2011-06-18,338.0,138.72,1.0,2.0,1.0,1.0,1.0,338.0,,,,0,0,0,Normal,2011,6,Saturday,5,1,1,5.82600010738045
Austria,2011-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Sunday,6,1,0,0.0
Austria,2011-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,6,Monday,0,0,0,0.0
Austria,2011-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,Pre-holiday,2011,6,Tuesday,1,0,0,0.0
Austria,2011-06-22,211.0,85.23,1.0,5.0,1.0,2.0,2.0,211.0,,,,0,1,0,Pre-holiday,2011,6,Wednesday,2,0,1,5.356586274672012
Austria,2011-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,Corpus Christi,National holiday,1,0,0,Holiday,2011,6,Thursday,3,0,0,0.0
Austria,2011-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Friday,4,0,0,0.0
Austria,2011-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Saturday,5,1,0,0.0
Austria,2011-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,Post-holiday,2011,6,Sunday,6,1,0,0.0
Austria,2011-06-27,50.0,13.08,1.0,2.0,1.0,1.0,1.0,50.0,,,,0,0,0,Normal,2011,6,Monday,0,0,1,3.9318256327243257
Austria,2011-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Tuesday,1,0,0,0.0
Austria,2011-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Wednesday,2,0,0,0.0
Austria,2011-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,6,Thursday,3,0,0,0.0
Austria,2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,7,Friday,4,0,0,0.0
Austria,2011-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,7,Saturday,5,1,0,0.0
Austria,2011-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,7,Sunday,6,1,0,0.0
Austria,2011-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,7,Monday,0,0,0,0.0
Austria,2011-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,7,Tuesday,1,0,0,0.0
Austria,2011-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,Normal,2011,7,Wednesday,2,0,0,0.0
